hf_8_0_5,phase_flip,0.0001,0.99992996,5.0
hf_8_0_5,phase_flip,0.001,0.99947,4.8
hf_8_0_5,phase_flip,0.01,0.99873,5.23
hf_8_0_5,depolarizing,0.0001,0.99981,4.79
hf_8_0_5,depolarizing,0.001,0.99827,4.71
hf_8_0_5,depolarizing,0.01,0.98535997,5.93
hf_8_0_5,bit_flip,0.0001,0.99976,4.93
hf_8_0_5,bit_flip,0.001,0.99772,5.07
hf_8_0_5,bit_flip,0.01,0.97858995,5.93
hf_8_0_5,mixed,0.0001,0.99979997,8.25
hf_8_0_5,mixed,0.001,0.99816996,5.04
hf_8_0_5,mixed,0.01,0.98669,5.41
