epsilon,1.000000e-04,2.000000e-04,3.000000e-04,4.000000e-04
Robust Bound,99.20,98.80,98.60,98.30
Robustness Algorithm,99.20,98.80,98.60,98.30

epsilon,1.000000e-04,2.000000e-04,3.000000e-04,4.000000e-04
Robust Bound,1.8926,1.9495,1.9504,1.9229
Robustness Algorithm,29.5363,43.6371,50.8987,62.3264
