epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,90.60,85.50,81.30,77.00,71.90
Robustness Algorithm,97.40,96.50,95.60,94.60,93.20

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,0.0248,0.0206,0.0171,0.0166,0.0154
Robustness Algorithm,6.2859,9.5931,10.9202,15.6800,25.8034
