epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03
Robust Bound,88.12,75.88,58.88,38.25
Robustness Algorithm,90.00,76.50,59.62,38.88

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03
Robust Bound,0.0095,0.0043,0.0045,0.0045
Robustness Algorithm,1.7402,3.2749,5.7512,8.3561
