epsilon,1.000000e-05,2.000000e-05,3.000000e-05,4.000000e-05,5.000000e-05
Robust Bound,100.00,100.00,100.00,100.00,100.00
Robustness Algorithm,100.00,100.00,100.00,100.00,100.00

epsilon,1.000000e-05,2.000000e-05,3.000000e-05,4.000000e-05,5.000000e-05
Robust Bound,0.0016,0.0002,0.0002,0.0002,0.0002
Robustness Algorithm,0.0016,0.0002,0.0002,0.0002,0.0002
