epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,88.80,83.30,77.90,71.80,66.10
Robustness Algorithm,96.90,96.00,95.00,93.20,91.70

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,2.3483,2.7174,1.1092,4.0996,1.4724
Robustness Algorithm,17.0918,29.6500,45.4853,44.7847,118.2847
