epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,98.75,98.75,97.50
Robustness Algorithm,100.00,100.00,100.00

epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,0.0015,0.0015,0.0011
Robustness Algorithm,0.2995,0.3103,0.5534
