epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,100.00,100.00,100.00
Robustness Algorithm,100.00,100.00,100.00

epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,0.0002,0.0002,0.0002
Robustness Algorithm,0.0002,0.0002,0.0002
