epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,90.00,83.50,78.00,74.00,67.50
Robustness Algorithm,97.50,96.00,95.00,95.00,93.00

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,0.0192,0.0063,0.0065,0.0065,0.0378
Robustness Algorithm,1.6306,2.6957,3.6216,4.0184,6.0217
