epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,98.60,97.40,96.10,95.00,93.70
Robustness Algorithm,98.80,98.20,97.20,96.70,95.60

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,0.0540,0.0734,0.0423,0.0524,0.0797
Robustness Algorithm,3.4096,5.9894,8.3153,10.9221,13.3387
