epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,98.60,97.40,96.10
Robustness Algorithm,98.80,98.20,97.20

epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,0.0730,0.0549,0.0418
Robustness Algorithm,3.8187,6.5929,12.2877
