Model,Circuit,(ε δ),Noise Type,p,K*,time(sec.),robust
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.111,0.99723,13.76,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.112,0.99737,13.97,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.113,0.99733,13.73,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.114,0.99809,13.96,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.115,0.99746,13.78,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.116,0.99726,13.82,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.117,0.99775,13.71,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.118,0.99735,13.81,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.119,0.99759,13.77,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.120,0.99772,13.43,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.121,0.99733,13.86,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.122,0.99756,13.53,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.123,0.99746,13.26,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.124,0.99765,13.50,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.125,0.99750,13.67,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.126,0.99760,13.51,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.127,0.99724,13.47,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.128,0.99731,13.35,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.129,0.99690,13.76,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.130,0.99727,13.48,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.131,0.99745,13.41,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.132,0.99719,13.84,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.133,0.99750,14.06,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.134,0.99733,13.82,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.135,0.99705,13.26,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.136,0.99701,13.59,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.137,0.99734,13.59,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.138,0.99713,13.43,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.139,0.99713,13.80,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.140,0.99713,13.86,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.141,0.99700,13.46,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.142,0.99707,13.60,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.143,0.99739,13.62,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.144,0.99704,13.71,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.145,0.99680,13.77,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.146,0.99733,13.47,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.147,0.99696,13.47,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.148,0.99692,13.42,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.149,0.99714,13.81,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.150,0.99727,13.83,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.151,0.99733,13.77,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.152,0.99747,13.62,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.153,0.99708,13.54,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.154,0.99717,13.51,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.155,0.99686,13.41,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.156,0.99739,13.86,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.157,0.99703,13.43,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.158,0.99695,13.65,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.159,0.99723,13.96,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.160,0.99662,13.34,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.161,0.99715,13.68,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.162,0.99697,13.45,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.163,0.99695,13.62,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.164,0.99691,13.27,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.165,0.99742,13.56,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.166,0.99668,13.63,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.167,0.99683,13.77,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.168,0.99696,13.62,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.169,0.99687,13.62,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.170,0.99694,13.66,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.171,0.99708,13.83,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.172,0.99673,13.72,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.173,0.99757,13.33,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.174,0.99698,13.61,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.175,0.99717,13.43,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.176,0.99720,13.57,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.177,0.99679,13.23,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.178,0.99707,13.79,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.179,0.99718,13.53,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.180,0.99664,13.38,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.181,0.99709,13.85,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.182,0.99668,13.70,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.183,0.99718,13.50,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.184,0.99713,13.50,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.185,0.99690,13.50,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.186,0.99673,13.71,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.187,0.99668,13.68,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.188,0.99611,14.12,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.189,0.99701,13.54,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.190,0.99648,13.64,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.191,0.99639,13.60,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.192,0.99696,13.43,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.193,0.99654,13.77,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.194,0.99720,13.44,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.195,0.99703,13.44,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.196,0.99674,13.35,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.197,0.99692,13.87,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.198,0.99710,13.49,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.199,0.99705,13.49,YES
ehc_6,c_2,"(0.0001, 0.0001)",mixed,0.200,0.99678,13.21,YES
ehc_8,c_0,"(0.0001, 0.003)",None,None,0.99999,25.54,YES
ehc_8,c_1,"(0.0001, 0.003)",None,None,0.99999,26.10,YES
ehc_8,c_2,"(0.0001, 0.003)",bit flip,0.001,0.99769,26.64,YES
ehc_8,c_2,"(0.0001, 0.003)",bit flip,0.002,0.99542,26.68,YES
ehc_8,c_2,"(0.0001, 0.003)",bit flip,0.003,0.99325,26.61,YES
ehc_8,c_2,"(0.0001, 0.003)",bit flip,0.004,0.99089,26.87,YES
ehc_8,c_2,"(0.0001, 0.003)",bit flip,0.005,0.98861,26.60,YES
ehc_8,c_2,"(0.0001, 0.003)",bit flip,0.006,0.98702,27.70,YES
