epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,94.06,90.94,88.75,87.03,85.31
Robustness Algorithm,100.00,100.00,100.00,100.00,100.00

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,0.0020,0.0019,0.0020,0.0019,0.0019
Robustness Algorithm,0.6595,1.0620,1.3474,1.5690,1.8323
