epsilon,1.000000e-04,2.000000e-04,3.000000e-04
Robust Bound,96.80,96.10,95.20
Robustness Algorithm,99.00,98.80,98.30

epsilon,1.000000e-04,2.000000e-04,3.000000e-04
Robust Bound,0.5664,0.8801,0.7071
Robustness Algorithm,2.4677,4.0205,4.3066
