epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,100.00,98.75,98.75,97.50,97.50
Robustness Algorithm,100.00,100.00,100.00,100.00,100.00

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,0.0007,0.0006,0.0006,0.0006,0.0007
Robustness Algorithm,0.0007,0.1561,0.1547,0.2658,0.2656
