epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,97.34,95.31,94.06,92.81,91.56
Robustness Algorithm,100.00,100.00,100.00,100.00,100.00

epsilon,1.000000e-03,2.000000e-03,3.000000e-03,4.000000e-03,5.000000e-03
Robust Bound,3.5264,3.7641,3.3736,3.5559,2.2952
Robustness Algorithm,5.3543,5.2971,5.3721,6.9211,5.5839
