epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,93.80,88.40,83.70
Robustness Algorithm,95.40,92.40,88.90

epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,1.4106,1.3779,1.2737
Robustness Algorithm,36.4879,37.8555,39.4238
