epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,97.10,92.30,88.70
Robustness Algorithm,98.00,97.00,94.80

epsilon,1.000000e-03,2.000000e-03,3.000000e-03
Robust Bound,42.1709,10.3298,12.2346
Robustness Algorithm,48.0826,24.3245,29.6351
